Date,시가,고가,저가,종가,거래량,외국인소진율,계약금액,최근매출액,매출액대비(%),시작일,종료일
20211111,5690,5790,5600,5640,109821,3.64,0.0,0.0,0.0,0,0
20211112,5700,5760,5640,5720,46026,3.61,0.0,0.0,0.0,0,0
20211115,5790,5850,5720,5840,40461,3.55,0.0,0.0,0.0,0,0
20211116,5870,5890,5730,5840,62853,3.46,0.0,0.0,0.0,0,0
20211117,5840,5860,5630,5680,105056,3.35,0.0,0.0,0.0,0,0
20211118,5650,5670,5500,5570,89872,3.33,0.0,0.0,0.0,0,0
20211119,5570,5610,5520,5590,60669,3.35,0.0,0.0,0.0,0,0
20211122,5520,5570,5340,5390,120347,3.34,0.0,0.0,0.0,0,0
20211123,5390,5440,5370,5390,50145,3.36,0.0,0.0,0.0,0,0
20211124,5350,5450,5300,5380,54291,3.29,0.0,0.0,0.0,0,0
20211125,5410,5410,5290,5290,54428,3.23,0.0,0.0,0.0,0,0
20211126,5270,5300,5020,5070,115135,3.34,0.0,0.0,0.0,0,0
20211129,4990,5050,4835,4940,100165,3.53,0.0,0.0,0.0,0,0
20211130,4985,5050,4700,4700,175445,3.46,0.0,0.0,0.0,0,0
20211201,4650,4930,4650,4900,68829,3.51,0.0,0.0,0.0,0,0
20211202,4895,5030,4810,4975,41181,3.56,0.0,0.0,0.0,0,0
20211203,5030,5120,4975,5110,57597,3.52,0.0,0.0,0.0,0,0
20211206,5110,5110,4990,5080,45869,3.53,0.0,0.0,0.0,0,0
20211207,5050,5150,5040,5050,22331,3.53,0.0,0.0,0.0,0,0
20211208,5100,5120,4985,4985,38429,3.54,0.0,0.0,0.0,0,0
20211209,5000,5100,4990,5030,62916,3.64,0.0,0.0,0.0,0,0
20211210,5050,5060,4990,5040,26433,3.61,0.0,0.0,0.0,0,0
20211213,4990,5060,4990,5020,33766,3.66,0.0,0.0,0.0,0,0
20211214,4955,5050,4955,5020,21879,3.62,0.0,0.0,0.0,0,0
20211215,5050,5050,4980,5040,12971,3.6,0.0,0.0,0.0,0,0
20211216,5040,5070,4980,5010,35023,3.57,0.0,0.0,0.0,0,0
20211217,5030,5030,4970,5020,28856,3.55,0.0,0.0,0.0,0,0
20211220,5000,5000,4920,4920,30183,3.46,0.0,0.0,0.0,0,0
20211221,4890,5000,4850,4980,33506,3.39,0.0,0.0,0.0,0,0
20211222,4980,5000,4930,4970,13628,3.38,7627983000.0,44195774535.0,17.3,2021-12-22,2022-07-29
20211223,4975,5180,4955,5080,59624,3.3,0.0,0.0,0.0,0,0
20211224,5060,5190,5060,5170,43957,3.31,0.0,0.0,0.0,0,0
20211227,5170,5290,5160,5250,40123,3.28,0.0,0.0,0.0,0,0
20211228,5240,5240,5170,5220,26631,3.22,0.0,0.0,0.0,0,0
20211229,5220,5290,5160,5210,44813,3.24,0.0,0.0,0.0,0,0
20211230,5210,5300,5120,5220,29515,3.24,0.0,0.0,0.0,0,0
20220103,5230,5300,5160,5240,18528,3.22,0.0,0.0,0.0,0,0
20220104,5210,5300,5190,5300,29292,3.23,0.0,0.0,0.0,0,0
20220105,5320,5320,5210,5280,64175,3.24,0.0,0.0,0.0,0,0
20220106,5270,5300,5150,5200,31028,3.2,0.0,0.0,0.0,0,0
20220107,5200,5250,5150,5220,26569,3.23,0.0,0.0,0.0,0,0
20220110,5180,5210,5100,5150,47173,3.24,0.0,0.0,0.0,0,0
20220111,5150,5160,5020,5100,33091,3.17,0.0,0.0,0.0,0,0
20220112,5090,5200,5070,5190,30584,3.23,0.0,0.0,0.0,0,0
20220113,5150,5240,5100,5140,21702,3.2,0.0,0.0,0.0,0,0
20220114,5070,5160,5030,5110,34272,3.25,0.0,0.0,0.0,0,0
20220117,5110,5200,4955,4990,53360,3.18,0.0,0.0,0.0,0,0
20220118,4925,5040,4855,4930,35281,3.11,0.0,0.0,0.0,0,0
20220119,4845,4930,4805,4880,45067,3.01,0.0,0.0,0.0,0,0
20220120,4810,4900,4800,4860,45288,3.04,0.0,0.0,0.0,0,0
20220121,4840,4920,4810,4825,40517,3.01,0.0,0.0,0.0,0,0
20220124,4790,4810,4590,4590,73398,2.95,0.0,0.0,0.0,0,0
20220125,4900,5380,4390,4550,787582,2.43,5363619082.0,44195774535.0,12.1,2022-01-25,2024-01-09
20220125,4900,5380,4390,4550,787582,2.43,7371677180.0,44195774535.0,16.7,2022-01-25,2022-09-30
20220126,4470,4590,4470,4550,71271,2.5,0.0,0.0,0.0,0,0
20220127,4560,4950,4450,4450,223867,2.6,0.0,0.0,0.0,0,0
20220128,4415,4625,4360,4620,57112,2.64,0.0,0.0,0.0,0,0
20220203,4680,4775,4630,4750,68163,2.81,0.0,0.0,0.0,0,0
20220204,4750,4810,4720,4805,48286,2.85,0.0,0.0,0.0,0,0
20220207,4805,4840,4745,4840,31284,2.85,0.0,0.0,0.0,0,0
20220208,4865,4870,4750,4795,37780,2.8,0.0,0.0,0.0,0,0
20220209,4795,4830,4790,4820,17555,2.81,0.0,0.0,0.0,0,0
20220210,4820,4855,4800,4835,27741,2.87,0.0,0.0,0.0,0,0
20220211,4830,4890,4715,4785,40035,2.84,0.0,0.0,0.0,0,0
20220214,4735,4750,4520,4600,40447,2.73,0.0,0.0,0.0,0,0
20220215,4560,4675,4485,4525,40758,2.71,0.0,0.0,0.0,0,0
20220216,4750,4750,4610,4695,18229,2.74,0.0,0.0,0.0,0,0
20220217,4745,4765,4575,4695,43337,2.86,0.0,0.0,0.0,0,0
20220218,4665,4725,4605,4680,20397,2.9,0.0,0.0,0.0,0,0
20220221,4680,4735,4620,4730,17841,2.89,0.0,0.0,0.0,0,0
20220222,4660,4670,4555,4555,34432,2.82,0.0,0.0,0.0,0,0
20220223,4580,4645,4545,4560,23156,2.83,0.0,0.0,0.0,0,0
20220224,4560,4565,4390,4455,56472,2.71,0.0,0.0,0.0,0,0
20220225,4495,4690,4495,4620,50998,2.76,6401272763.0,44195774535.0,14.5,2022-02-25,2022-12-31
20220228,4685,4820,4685,4695,66872,2.86,0.0,0.0,0.0,0,0
20220302,4715,4735,4640,4690,32475,2.87,0.0,0.0,0.0,0,0
20220303,4765,4780,4690,4700,56721,2.91,0.0,0.0,0.0,0,0
20220304,4725,4740,4680,4720,28624,2.91,0.0,0.0,0.0,0,0
20220307,4715,4715,4630,4635,23075,2.86,0.0,0.0,0.0,0,0
20220308,4625,4630,4495,4570,49523,2.7,0.0,0.0,0.0,0,0
20220310,4565,4565,4395,4405,151819,2.53,0.0,0.0,0.0,0,0
20220311,4495,4705,4410,4705,129342,2.75,0.0,0.0,0.0,0,0
20220314,4785,4785,4625,4765,107032,2.74,0.0,0.0,0.0,0,0
20220315,4665,4810,4665,4690,49977,2.74,8356227286.0,44195774535.0,18.9,2022-03-15,2023-02-28
20220316,4690,5150,4655,4810,609793,2.3,0.0,0.0,0.0,0,0
20220317,4845,4855,4755,4785,91209,2.31,0.0,0.0,0.0,0,0
20220318,4850,4850,4785,4830,39807,2.31,0.0,0.0,0.0,0,0
20220321,4830,4875,4760,4825,52788,2.38,0.0,0.0,0.0,0,0
20220322,4775,4895,4740,4830,57311,2.47,0.0,0.0,0.0,0,0
20220323,4815,4900,4800,4885,95070,2.67,0.0,0.0,0.0,0,0
20220324,4880,4885,4790,4860,45661,2.64,0.0,0.0,0.0,0,0
20220325,4860,4865,4795,4840,44776,2.59,0.0,0.0,0.0,0,0
20220328,4855,4930,4795,4905,118656,2.72,0.0,0.0,0.0,0,0
20220329,4910,4955,4850,4880,48801,2.64,0.0,0.0,0.0,0,0
20220330,4860,4895,4830,4850,46993,2.57,0.0,0.0,0.0,0,0
20220331,4820,5080,4820,5040,255294,2.83,21733860000.0,44195774535.0,49.2,2022-03-31,2023-03-31
20220401,5090,5530,4990,5060,1020377,2.11,0.0,0.0,0.0,0,0
20220404,5050,5110,4950,5090,92007,2.15,0.0,0.0,0.0,0,0
20220405,5070,5130,5000,5080,55458,2.14,0.0,0.0,0.0,0,0
20220406,5080,5260,5010,5190,196563,2.12,5204973031.0,48783124675.0,10.7,2022-04-06,2023-10-01
20220407,5190,5200,5060,5180,102867,2.07,0.0,0.0,0.0,0,0
20220408,5180,5190,5050,5100,72096,2.11,9704243665.0,48783124675.0,19.9,2022-04-08,2023-09-30
20220411,5150,5330,5010,5050,233883,2.12,0.0,0.0,0.0,0,0
20220412,4980,5070,4940,5050,73200,2.08,0.0,0.0,0.0,0,0
20220413,5050,5090,5030,5080,36830,2.07,0.0,0.0,0.0,0,0
20220414,5090,5120,5020,5070,34683,2.06,0.0,0.0,0.0,0,0
20220415,5070,5070,5000,5060,35105,2.05,0.0,0.0,0.0,0,0
20220418,5060,5070,5000,5030,38863,2.07,0.0,0.0,0.0,0,0
20220419,5030,5210,5030,5110,104662,2.16,0.0,0.0,0.0,0,0
20220420,5130,5180,5100,5130,41194,2.18,0.0,0.0,0.0,0,0
20220421,5160,5200,5070,5190,59102,2.25,0.0,0.0,0.0,0,0
20220422,5100,5160,5080,5120,37794,2.24,0.0,0.0,0.0,0,0
20220425,5070,5110,4930,5010,98399,2.33,0.0,0.0,0.0,0,0
20220426,5010,5300,5000,5210,174930,2.57,0.0,0.0,0.0,0,0
20220427,5120,5180,5050,5120,50591,2.61,0.0,0.0,0.0,0,0
20220428,5130,5170,5080,5130,56356,2.5,0.0,0.0,0.0,0,0
20220429,5140,5180,5010,5120,46255,2.49,0.0,0.0,0.0,0,0
20220502,5070,5140,5050,5120,16368,2.48,0.0,0.0,0.0,0,0
20220503,5100,5270,5100,5220,90402,2.55,0.0,0.0,0.0,0,0
20220504,5290,5480,5220,5290,140148,2.43,0.0,0.0,0.0,0,0
20220506,5290,5330,5100,5290,88009,2.5,0.0,0.0,0.0,0,0
20220509,5250,5370,5160,5210,118713,2.49,0.0,0.0,0.0,0,0
20220510,5080,5250,5000,5230,70218,2.46,0.0,0.0,0.0,0,0
20220511,5160,5390,5150,5330,89653,2.49,0.0,0.0,0.0,0,0
20220512,5540,6090,5270,5270,1503367,1.66,0.0,0.0,0.0,0,0
20220513,5210,5960,5210,5620,3582409,1.83,0.0,0.0,0.0,0,0
20220516,5820,5880,5630,5630,737618,1.7,0.0,0.0,0.0,0,0
20220517,5760,5920,5690,5880,1229428,1.4,0.0,0.0,0.0,0,0
20220518,5880,5890,5780,5830,271656,1.32,0.0,0.0,0.0,0,0
20220519,5700,5950,5600,5920,313537,1.51,0.0,0.0,0.0,0,0
20220520,5880,5880,5720,5760,211007,1.36,0.0,0.0,0.0,0,0
20220523,5730,5810,5510,5580,191143,1.28,0.0,0.0,0.0,0,0
20220524,5620,5720,5410,5420,131674,1.34,0.0,0.0,0.0,0,0
20220525,5520,5580,5430,5550,97368,1.34,11209283800.0,48783124675.0,23.0,2022-05-25,2023-12-01
20220526,5550,5880,5490,5720,595618,1.32,0.0,0.0,0.0,0,0
20220527,5830,5830,5710,5780,147420,1.36,0.0,0.0,0.0,0,0
20220530,5790,5810,5720,5780,127069,1.39,0.0,0.0,0.0,0,0
20220531,5770,5870,5710,5870,146955,1.51,11997365450.0,48783124675.0,24.6,2022-05-31,2024-03-31
20220602,5840,6230,5770,6110,922195,1.97,5963731920.0,48783124675.0,12.2,2022-06-02,2024-04-02
20220603,6140,6590,6130,6380,1504742,2.87,0.0,0.0,0.0,0,0
20220607,6380,6500,6330,6350,344230,2.75,0.0,0.0,0.0,0,0
20220608,6350,6610,6150,6170,525630,2.66,0.0,0.0,0.0,0,0
20220609,6210,6260,6000,6110,220573,2.86,0.0,0.0,0.0,0,0
20220610,6100,6180,5990,6030,158240,2.82,0.0,0.0,0.0,0,0
20220613,5940,5940,5550,5600,322959,2.82,0.0,0.0,0.0,0,0
20220614,5400,5760,5400,5750,196731,2.81,0.0,0.0,0.0,0,0
20220615,5720,5780,5450,5580,134039,2.74,0.0,0.0,0.0,0,0
20220616,5600,6510,5600,5900,1003027,3.0,9120038684.0,48783124675.0,18.7,2022-06-16,2023-12-31
20220617,5860,6600,5650,6510,2097322,3.25,19502255909.0,48783124675.0,40.0,2022-06-17,2023-12-31
20220620,6420,6570,6170,6310,561316,3.21,0.0,0.0,0.0,0,0
20220621,6240,6550,6120,6410,441935,2.68,0.0,0.0,0.0,0,0
20220622,6450,6490,6160,6270,247518,2.66,0.0,0.0,0.0,0,0
20220623,6280,6340,5750,5960,395476,2.66,0.0,0.0,0.0,0,0
20220624,5900,6200,5900,6140,178962,2.67,0.0,0.0,0.0,0,0
20220627,6220,6480,6200,6330,263850,2.79,0.0,0.0,0.0,0,0
20220628,6390,6920,6360,6900,2002513,2.93,0.0,0.0,0.0,0,0
20220629,6850,6960,6790,6790,617363,2.83,0.0,0.0,0.0,0,0
20220630,6820,7000,6730,6860,558869,2.6,0.0,0.0,0.0,0,0
20220701,6930,7060,6760,6930,486036,2.31,53282532426.0,48783124675.0,109.2,2022-07-01,2023-12-31
20220704,7100,7950,6800,7250,4214764,1.74,0.0,0.0,0.0,0,0
20220705,7180,7250,6680,7130,1283005,1.35,0.0,0.0,0.0,0,0
20220706,7050,7230,6480,6500,1061254,0.99,0.0,0.0,0.0,0,0
20220707,6510,6720,6450,6600,342686,0.95,0.0,0.0,0.0,0,0
20220708,6630,7100,6630,6980,954850,1.69,7842905350.0,48783124675.0,16.1,2022-07-08,2024-04-30
20220711,6950,7170,6820,6890,607501,1.35,0.0,0.0,0.0,0,0
20220712,6820,7100,6720,6880,366824,1.32,0.0,0.0,0.0,0,0
20220713,6800,6920,6630,6710,255227,1.23,0.0,0.0,0.0,0,0
20220714,6680,6870,6450,6870,271761,1.23,0.0,0.0,0.0,0,0
20220715,6900,7320,6870,7120,1363914,1.53,0.0,0.0,0.0,0,0
20220718,7130,7220,6980,7100,306032,1.35,0.0,0.0,0.0,0,0
20220719,7080,7440,7030,7100,465257,1.21,0.0,0.0,0.0,0,0
20220720,7140,7210,6970,7060,273055,1.25,0.0,0.0,0.0,0,0
20220721,7100,7140,6970,7020,192213,1.28,0.0,0.0,0.0,0,0
20220722,6950,7210,6950,7010,284657,1.38,0.0,0.0,0.0,0,0
20220725,7040,7570,7040,7440,1385798,1.86,0.0,0.0,0.0,0,0
20220726,7540,7880,7340,7400,1840526,2.32,0.0,0.0,0.0,0,0
20220727,7540,7920,7450,7650,1631740,3.48,0.0,0.0,0.0,0,0
20220728,7750,7780,7380,7540,702288,2.31,0.0,0.0,0.0,0,0
20220729,7530,7720,7300,7470,780200,1.69,0.0,0.0,0.0,0,0
20220801,7400,7530,7200,7250,467126,1.68,0.0,0.0,0.0,0,0
20220802,7280,7630,7240,7520,756356,1.75,0.0,0.0,0.0,0,0
20220803,7530,7530,7300,7460,195472,1.41,0.0,0.0,0.0,0,0
20220804,7480,7660,7370,7480,320629,1.46,0.0,0.0,0.0,0,0
20220805,7490,7590,7410,7470,171503,1.43,0.0,0.0,0.0,0,0
20220808,7430,7470,7210,7340,380289,1.34,0.0,0.0,0.0,0,0
20220809,7400,7400,7130,7170,290608,1.31,0.0,0.0,0.0,0,0
20220810,7110,7530,7100,7530,519078,1.6,0.0,0.0,0.0,0,0
20220811,7740,7840,7290,7530,1064811,1.05,0.0,0.0,0.0,0,0
20220812,7530,7730,7500,7520,337697,1.69,0.0,0.0,0.0,0,0
20220816,7660,7750,7180,7240,711244,1.3,0.0,0.0,0.0,0,0
20220817,7250,7250,6930,7000,325083,1.45,0.0,0.0,0.0,0,0
20220818,6950,7260,6870,7220,238059,1.4,0.0,0.0,0.0,0,0
20220819,7180,7290,7130,7140,119129,1.39,0.0,0.0,0.0,0,0
20220822,7100,7150,6950,6990,121635,1.45,0.0,0.0,0.0,0,0
20220823,7000,7310,6890,7190,317592,1.81,0.0,0.0,0.0,0,0
20220824,7270,7700,7150,7650,634847,2.41,0.0,0.0,0.0,0,0
20220825,7630,7970,7630,7900,693133,2.72,0.0,0.0,0.0,0,0
20220826,8000,9700,7940,8990,6289720,6.56,0.0,0.0,0.0,0,0
20220829,8840,8840,8220,8230,1292042,4.67,0.0,0.0,0.0,0,0
20220830,8250,8420,8010,8100,648014,4.65,0.0,0.0,0.0,0,0
20220831,8080,8240,7970,8200,368840,4.42,0.0,0.0,0.0,0,0
20220901,8370,8480,8030,8030,1031277,2.89,0.0,0.0,0.0,0,0
20220902,8110,8710,8080,8610,1386198,3.74,0.0,0.0,0.0,0,0
20220905,8720,8950,8330,8340,1197305,2.83,0.0,0.0,0.0,0,0
20220906,8460,8860,8350,8750,744631,2.8,0.0,0.0,0.0,0,0
20220907,8950,9440,8560,9130,1854522,2.29,0.0,0.0,0.0,0,0
20220908,9590,10400,9320,10100,6526395,3.23,0.0,0.0,0.0,0,0
20220913,10000,10100,9150,9380,1950454,1.63,0.0,0.0,0.0,0,0
20220914,9120,9420,9070,9220,693939,1.33,0.0,0.0,0.0,0,0
20220915,9220,9770,9170,9370,1236239,1.72,0.0,0.0,0.0,0,0
20220916,9350,9400,8770,8790,744142,1.23,0.0,0.0,0.0,0,0
20220919,8720,9090,8600,8750,498100,1.01,0.0,0.0,0.0,0,0
20220920,8870,9350,8790,9270,646382,1.42,0.0,0.0,0.0,0,0
20220921,9110,9290,8950,9020,266497,1.34,0.0,0.0,0.0,0,0
20220922,8800,9470,8780,9450,424510,1.34,0.0,0.0,0.0,0,0
20220923,9500,9640,9050,9180,486933,1.11,0.0,0.0,0.0,0,0
20220926,9010,9110,8340,8340,514810,1.15,0.0,0.0,0.0,0,0
20220927,8270,8580,8020,8460,473610,0.99,0.0,0.0,0.0,0,0
20220928,8460,8920,8430,8740,552086,1.2,0.0,0.0,0.0,0,0
20220929,8960,9680,8960,9400,1341776,2.36,0.0,0.0,0.0,0,0
20220930,9220,9670,8960,9540,749686,1.69,0.0,0.0,0.0,0,0
20221004,9600,9790,9390,9580,486175,1.61,0.0,0.0,0.0,0,0
20221005,9780,10400,9660,9990,1472360,2.02,0.0,0.0,0.0,0,0
20221006,9980,10200,9600,10050,633068,1.81,0.0,0.0,0.0,0,0
20221007,9950,10350,9740,9740,510488,2.19,0.0,0.0,0.0,0,0
20221011,9620,9970,9450,9590,496208,2.16,0.0,0.0,0.0,0,0
20221012,9500,9780,9320,9720,388063,2.18,0.0,0.0,0.0,0,0
20221013,9720,9840,9500,9600,283369,1.9,0.0,0.0,0.0,0,0
20221014,9780,9900,9600,9680,336056,1.79,0.0,0.0,0.0,0,0
20221017,9470,9740,9460,9670,212015,2.07,0.0,0.0,0.0,0,0
20221018,9750,9800,9070,9220,676854,1.62,0.0,0.0,0.0,0,0
20221019,9300,9390,9040,9100,227022,1.74,0.0,0.0,0.0,0,0
20221020,9110,9610,9080,9310,652173,1.75,6743943350.0,48783124675.0,13.8,2022-10-20,2024-01-31
20221020,9110,9610,9080,9310,652173,1.75,13382052000.0,48783124675.0,27.4,2022-10-20,2024-12-31
20221021,9420,9510,8900,8940,319805,1.59,0.0,0.0,0.0,0,0
20221024,9060,9200,8940,8950,186192,1.55,0.0,0.0,0.0,0,0
20221025,9040,9120,8740,8790,221383,1.65,0.0,0.0,0.0,0,0
20221026,8820,9140,8670,9100,238776,1.58,0.0,0.0,0.0,0,0
20221027,9040,9270,9000,9190,138599,1.59,0.0,0.0,0.0,0,0
20221028,9180,9360,8960,8990,218105,1.51,0.0,0.0,0.0,0,0
20221031,9020,9520,9000,9460,368337,2.15,0.0,0.0,0.0,0,0
20221101,9560,10400,9390,10100,1184161,3.87,0.0,0.0,0.0,0,0
20221102,10050,10300,9710,9720,501348,3.44,0.0,0.0,0.0,0,0
20221103,9600,9910,9490,9870,307564,3.34,0.0,0.0,0.0,0,0
20221104,9880,10750,9830,10350,1242095,3.05,0.0,0.0,0.0,0,0
20221107,10250,10300,9670,9770,677239,1.82,0.0,0.0,0.0,0,0
20221108,9690,10200,9540,10050,550879,1.87,0.0,0.0,0.0,0,0
20221109,10150,10650,9930,10050,569576,2.28,0.0,0.0,0.0,0,0
20221110,9940,10350,9800,10200,284226,2.3,0.0,0.0,0.0,0,0
20221111,10550,10650,9500,9940,1109587,2.3,0.0,0.0,0.0,0,0
